Bénéficiaire;Département;Nature du projet;Coût du projet;Subvention allouée;Part prise en charge;Parlementaire transmetteur;Nature;Département Parlementaire;Groupe politique du parlementaire;Lien vers données parlementaires
ANCY-SUR-MOSELLE;57;l'aménagement de logements locatifs au-dessus de l'école primaire;147750,6;5000;0,0338408101;TODESCHINI Jean-Marc;Sénat;57;SOC;http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
ANDANCE;7;l'inscription et la mise en lumière du nom de la commune sur le mur soutenant le belvédère situé en bordure du Rhône;3742,55;1870;0,4996593232;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
ANDELARRE;70;l'aménagement des réseaux d'eau potable et d'assainissement (tranches ferme et conditionnelle);526000;3000;0,0057034221;JOYANDET Alain;Assemblée nationale;70;UMP;http://2007.nosdeputes.fr/JOYANDET%20Alain/xml
ANDELNANS;90;la construction d'un mur de soutènement, rue de Danjoutin;24300;12000;0,4938271605;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANDELNANS;90;la mise en sécurité des abords de l'école de Froideval;51446;15000;0,2915678576;0;Réserve ministérielle;;;
ANDELOT-BLANCHEVILLE;52;travaux d'embellissement du village;191864;6000;0,0312721511;CORNUT-GENTILLE François;Assemblée nationale;52;UMP;http://2007.nosdeputes.fr/CORNUT-GENTILLE%20François/xml
ANDELU;78;la rénovation des linteaux et du plancher de la mairie;27979,12;13000;0,4646321972;PRIMAS Sophie;Assemblée nationale;78;UMP;http://2007.nosdeputes.fr/PRIMAS%20Sophie/xml
ANDEVILLE;60;l'aménagement des abords de l'église;48000;7000;0,1458333333;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
ANDILLAC;81;l'aménagement sécuritaire du carrefour du Pausadou;75182,5;15000;0,1995145147;0;Réserve ministérielle;;;
ANDILLY;54;l'acquisition de mobilier pour la nouvelle mairie;7999,72;3800;0,4750166256;BOULAUD Didier;Sénat;58;SOC;http://nossenateurs.fr/BOULAUD%20Didier/xml
ANDILLY;74;la réfection de la charpente et de la toiture de la mairie et la création d'un local destiné aux archives;69064,01;15000;0,2171898214;CARLE Jean-Claude;Sénat;74;UMP;http://nossenateurs.fr/CARLE%20Jean-Claude/xml
ANDIRAN;47;l'aménagement du village;55355,74;7650;0,1381970506;SOULAGE Daniel;Sénat;47;UC;http://nossenateurs.fr/SOULAGE%20Daniel/xml
ANDOLSHEIM;68;l'édification d'un columbarium;26046,28;5000;0,1919659928;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
ANDON;6;l'aménagement de la terrasse de la mairie annexe de Thorenc;34181,2;10254;0,2999894679;TABAROT Michèle;Assemblée nationale;6;UMP;http://2007.nosdeputes.fr/TABAROT%20Michèle/xml
ANDON;6;l'acquisition d'un podium;4290;2145;0,5;RAOUL Daniel;Sénat;49;SOC;http://nossenateurs.fr/RAOUL%20Daniel/xml
ANDRESY;78;l'acquisition de tableaux numériques interactifs pour les écoles élémentaires;19860;5958;0,3;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANDRESY;78;"la réfection du bâtiment ""Le Moussel""";87325,62;20000;0,2290278615;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
ANDREZE;49;la construction et l'équipement mobilier d'une école publique;480000;10000;0,0208333333;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
ANERES;65;l'installation de ralentisseurs sur le chemin de la Poutge;13394,4;1500;0,1119870991;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
ANERES;65;"l'installation d'une défense incendie au lieu-dit ""Débat la Bielle""";3890;1000;0,2570694087;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
ANET;28;la construction d'une salle de spectacles;3500000;150000;0,0428571429;0;Réserve ministérielle;;;
ANET;28;l'acquisition d'un bien immobilier situé 17, rue Diane de Poitiers;122000;30000;0,2459016393;0;Réserve ministérielle;;;
ANGE;41;l'aménagement d'une salle multiculturelle;69810,19;7000;0,1002718944;GOURAULT Jacqueline;Sénat;41;UDI;http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
ANGECOURT;8;l'aménagement d'un boulodrome;4419,24;50;0,0113141626;LAMENIE Marc;Sénat;8;UMP;http://nossenateurs.fr/LAMENIE%20Marc/xml
ANGEOT;90;la réfection de la toiture de l'église;35008;15000;0,4284734918;0;Réserve ministérielle;;;
ANGERVILLE;14;la restauration du calvaire;19819,72;800;0,0403638397;AMELINE Nicole;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/AMELINE%20Nicole/xml
ANGERVILLE-LA-CAMPAGNE;27;aménagements de sécurité rue du Vieux Puits et aux abords de la salle des associations;14718,4;3000;0,2038265029;LEFRAND Guy;Assemblée nationale;27;UMP;http://2007.nosdeputes.fr/LEFRAND%20Guy/xml
ANGERVILLE-LA-MARTEL;76;la réfection du terrain multisports;29000;14500;0,5;FIDELIN Daniel;Assemblée nationale;76;UMP;http://2007.nosdeputes.fr/FIDELIN%20Daniel/xml
ANGERVILLIERS;91;la création d'un commerce multiservices, place des Copains d'Abord;657339,5;20000;0,0304256781;COLOT Geneviève;Assemblée nationale;91;UMP;http://2007.nosdeputes.fr/COLOT%20Geneviève/xml
ANGLARS-DE-SAINT-FLOUR;15;l'aménagement de l'éclairage public aux villages du Cros et d'Orceyrettes;55264,28;12000;0,2171384482;MARLEIX Alain;Assemblée nationale;15;UMP;http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
ANGOISSE;24;l'aménagement du préau, la réfection de la cour et le remplacement des menuiseries extérieures de l'école et la création d'une rampe d'accès à la cantine;72046;5000;0,0694001055;BERIT-DEBAT Claude;Sénat;24;SOC;http://nossenateurs.fr/BERIT-DEBAT%20Claude/xml
ANGOUSTRINE-VILLENEUVE-LES- ESCALDES;66;la restructuration de la mairie et l'acquisition de mobilier;90000;10000;0,1111111111;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
ANGRES;62;la construction de la Maison de la citoyenneté;950000;25000;0,0263157895;DANGLOT Jean-Claude;Sénat;62;CRC-SPG;http://nossenateurs.fr/DANGLOT%20Jean-Claude/xml
ANGY;60;l'installation d'une chaudière dans la maison communale située 125, rue Aristide Briand;8113,2;4000;0,4930237144;COURTIAL Edouard;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/COURTIAL%20Edouard/xml
ANJOUIN;36;la construction d'un local de stockage de matériel;74460;5000;0,0671501477;PINTON Louis;Sénat;36;UMP;http://nossenateurs.fr/PINTON%20Louis/xml
ANLA;65;la réfection de la voirie (programme 2011);37787;9429;0,2495302617;FORTASSIN François;Sénat;65;RDSE;http://nossenateurs.fr/FORTASSIN%20François/xml
ANNAY-SOUS-LENS;62;l'aménagement d'un poste de pêche accessible aux personnes à mobilité réduite, l'acquisition d'une table forestière accessible aux fauteuils roulants et la pose de plots d'éveil dans les salles communales;5853,69;2700;0,4612475208;DELCOURT Guy;Assemblée nationale;62;SRC;http://2007.nosdeputes.fr/DELCOURT%20Guy/xml
ANNECY;74;la réfection de l'éclairage du parc des sports;254894,96;100000;0,3923184672;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANNECY;74;l'aménagement du square de la Victoire de Stalingrad;275363,94;136000;0,4938918291;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANNECY;74;l'aménagement de passages piétons, avenue Gambetta;75250,84;36000;0,4783999753;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANNECY;74;l'aménagement d'un nouveau cheminement piétonnier, avenue de Thônes;59298,35;28000;0,4721885179;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANNECY;74;l'implantation de vestiaires modulaires au stade des Iles;250000;50000;0,2;HERISSON Pierre;Sénat;74;UMP;http://nossenateurs.fr/HERISSON%20Pierre/xml
ANNECY-LE-VIEUX;74;la plantation d'arbres (programme 2011);310000;120000;0,3870967742;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANNECY-LE-VIEUX;74;travaux de revêtement bitumineux (programme 2011);352000;100000;0,2840909091;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANNECY-LE-VIEUX;74;"la construction d'une crèche et d'un relais assistantes maternelles au lieu-dit ""Le Petit Brogny""";968634;200000;0,2064763368;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANNECY-LE-VIEUX;74;"les travaux préparatoires et de viabilité connexes à la construction de la structure petite enfance et à l'aménagement d'un relais d'assistantes maternelles au ""Petit Brogny""";278000;80000;0,2877697842;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANNEMASSE;74;la réhabilitation du centre nautique;1,27E+007;45000;0,0035394054;BIRRAUX Claude;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/BIRRAUX%20Claude/xml
ANNESSE-ET-BEAULIEU;24;l'aménagement de la rue du Général de Gaulle (tranches ferme et conditionnelle);489075;3000;0,0061340285;ASSOULINE David;Sénat;75;SOC;http://nossenateurs.fr/ASSOULINE%20David/xml
ANNET-SUR-MARNE;77;l'installation d'un système de vidéosurveillance de la voie publique;215862,66;25000;0,1158143794;ALBARELLO Yves;Assemblée nationale;77;UMP;http://2007.nosdeputes.fr/ALBARELLO%20Yves/xml
ANNEVILLE-AMBOURVILLE;76;la construction d'une supérette communale;566780;10000;0,0176435301;BOUILLON Christophe;Assemblée nationale;76;SRC;http://2007.nosdeputes.fr/BOUILLON%20Christophe/xml
ANNEVILLE-LA-PRAIRIE;52;la mise aux normes du réseau d'eau potable;36185;5000;0,1381788034;CORNUT-GENTILLE François;Assemblée nationale;52;UMP;http://2007.nosdeputes.fr/CORNUT-GENTILLE%20François/xml
ANNEVILLE-SUR-MER;50;l'assainissement des eaux usées du bourg;958143,14;40000;0,0417474157;LE GRAND Jean-François;Sénat;50;NI;http://nossenateurs.fr/LE GRAND Jean-François/xml
ANNEYRON;26;la construction d'une école maternelle;1811059;25000;0,0138040782;RAOUL Daniel;Sénat;49;SOC;http://nossenateurs.fr/RAOUL%20Daniel/xml
ANOS;64;"la construction d'un local de rangement à la ""Maison Pour Tous""";48769,75;7000;0,1435315949;BAYROU François;Assemblée nationale;64;NI;http://2007.nosdeputes.fr/BAYROU%20François/xml
ANOUX;54;la réfection du mur du verger en pierres sèches;5445;1000;0,1836547291;LE DEAUT Jean-Yves;Assemblée nationale;54;SRC;http://2007.nosdeputes.fr/LE DEAUT Jean-Yves/xml
ANOUX;54;la réfection des sanitaires et de la porte arrière de la salle polyvalente;11605,41;2000;0,1723334204;LE DEAUT Jean-Yves;Assemblée nationale;54;SRC;http://2007.nosdeputes.fr/LE DEAUT Jean-Yves/xml
ANOUX;54;la réfection de la route de Lixières;8670;1000;0,1153402537;LE DEAUT Jean-Yves;Assemblée nationale;54;SRC;http://2007.nosdeputes.fr/LE DEAUT Jean-Yves/xml
ANTAGNAC;47;l'aménagement de la traversée du village;37225,2;8361;0,2246059121;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ANTEZANT-LA-CHAPELLE;17;la construction d'un atelier municipal et d'un local associatif et l'aménagement d'un espace paysager;134639,03;5000;0,0371363341;QUERE Catherine;Assemblée nationale;17;SRC;http://2007.nosdeputes.fr/QUERE%20Catherine/xml
ANTIBES;6;l'aménagement du parc de loisirs des Semboules;314080;130000;0,4139072848;LEONETTI Jean;Assemblée nationale;6;UMP;http://2007.nosdeputes.fr/LEONETTI%20Jean/xml
ANTIBES;6;l'aménagement du clos de l'Etoile Bouliste de la Croix Rouge;250000;120000;0,48;LEONETTI Jean;Assemblée nationale;6;UMP;http://2007.nosdeputes.fr/LEONETTI%20Jean/xml
ANTIBES;6;l'aménagement du chemin des Terriers (1ère tranche);514800;200000;0,3885003885;LEONETTI Jean;Assemblée nationale;6;UMP;http://2007.nosdeputes.fr/LEONETTI%20Jean/xml
ANTIBES;6;l'aménagement du chemin des Terriers (2ème tranche);985200;200000;0,2030044661;LEONETTI Jean;Assemblée nationale;6;UMP;http://2007.nosdeputes.fr/LEONETTI%20Jean/xml
ANTIGNAC;15;la rénovation et la mise aux normes de l'auberge de la Sumène;21721;10000;0,4603839602;BONY Jean-Yves;Assemblée nationale;15;UMP;http://2007.nosdeputes.fr/BONY%20Jean-Yves/xml
ANTIGNAC;31;la réhabilitation des biefs n°8 et n°9 du ruisseau;20000;1000;0,05;IDIART Jean-Louis;Assemblée nationale;31;SRC;http://2007.nosdeputes.fr/IDIART%20Jean-Louis/xml
ANTIN;65;la réhabilitation de l'ancienne école en logements locatifs;179872;5000;0,0277975449;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
ANZELING;57;la réfection du mur du cimetière;15833,5;4000;0,2526289197;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
AOUSTE-SUR-SYE;26;la construction d'un restaurant scolaire, d'une bibliothèque et de bureaux;1557648;100000;0,064199357;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
APCHON;15;le remplacement des fenêtres et des volets du bâtiment de la mairie;57450;6000;0,1044386423;MARLEIX Alain;Assemblée nationale;15;UMP;http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
APPILLY;60;l'acquisition de matériel d'entretien pour les espace verts;8556,38;4278;0,4999777943;GONNOT François-Michel;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/GONNOT%20François-Michel/xml
APREMONT;1;l'extension de l'école maternelle;512900;20000;0,0389939559;de la VERPILLIERE Charles;Assemblée nationale;1;UMP;http://2007.nosdeputes.fr/de la VERPILLIERE Charles/xml
APREMONT;70;la mise en accessibilité de la mairie;11697;1000;0,0854920065;JOYANDET Alain;Assemblée nationale;70;UMP;http://2007.nosdeputes.fr/JOYANDET%20Alain/xml
APREMONT-LA-FORET;55;l'aménagement d'une aire de jeux multisports;49500;5000;0,101010101;PANCHER Bertrand;Assemblée nationale;55;UMP;http://2007.nosdeputes.fr/PANCHER%20Bertrand/xml
APREMONT-SUR-AIRE;8;l'installation d'un système de désinfection automatique de l'eau;4953;1500;0,3028467595;0;Réserve ministérielle;;;
APREMONT-SUR-AIRE;8;la restauration des vitraux de l'église;14100;3000;0,2127659574;0;Réserve ministérielle;;;
APREMONT-SUR-AIRE;8;travaux d'amélioration de la qualité de l'eau et de protection de la ressource;205049,68;20000;0,0975373383;0;Réserve ministérielle;;;
ARBIGNY-SOUS-VARENNES;52;le transfert du secrétariat de la mairie au rez-de- chaussée du bâtiment mairie;17440,2;4000;0,2293551679;DELONG Sophie;Assemblée nationale;52;UMP;http://2007.nosdeputes.fr/DELONG%20Sophie/xml
ARBONNE;64;la restructuration du rez-de-chaussée de la mairie;169275,13;15000;0,0886131353;BOROTRA Didier;Sénat;64;UC;http://nossenateurs.fr/BOROTRA%20Didier/xml
ARBONNE-LA-FORET;77;la réfection du lavoir situé chemin de la Fontaine;4117,5;2058;0,4998178506;HYEST Jean-Jacques;Sénat;77;UMP;http://nossenateurs.fr/HYEST%20Jean-Jacques/xml
ARBOUANS;25;l'équipement mobilier et matériel de l'accueil périscolaire;17791,44;8500;0,4777578431;MOSCOVICI Pierre;Assemblée nationale;25;SRC;http://2007.nosdeputes.fr/MOSCOVICI%20Pierre/xml
ARBOUANS;25;la restauration de la fontaine;55266,25;7500;0,1357066926;HERVIAUX Odette;Sénat;56;SOC;http://nossenateurs.fr/HERVIAUX%20Odette/xml
ARBOUET-SUSSAUTE;64;la rénovation du fronton;91719;10000;0,1090286636;CAZALET Auguste;Sénat;64;UMP;http://nossenateurs.fr/CAZALET%20Auguste/xml
ARBUS;64;l'acquisition de matériel de désherbage;16678,84;4400;0,2638073151;LIGNIERES-CASSOU Martine;Assemblée nationale;64;SRC;http://2007.nosdeputes.fr/LIGNIERES-CASSOU%20Martine/xml
ARCAMBAL;46;la réhabilitation du logement situé au-dessus de l'agence postale;35976,16;2700;0,0750496996;ORLIAC Dominique;Assemblée nationale;46;SRC;http://2007.nosdeputes.fr/ORLIAC%20Dominique/xml
ARCEY;25;la réhabilitation du bâtiment des anciennes écoles;273800;10000;0,0365230095;HUMBERT Jean-François;Sénat;25;UMP;http://nossenateurs.fr/HUMBERT%20Jean-François/xml
ARCHAMPS;74;la construction et l'équipement d'une auberge communale;1273132,22;40000;0,0314185749;BIRRAUX Claude;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/BIRRAUX%20Claude/xml
ARCHES;88;l'acquisition de mobilier pour la mairie;39126,03;10000;0,2555843258;HEINRICH Michel;Assemblée nationale;88;UMP;http://2007.nosdeputes.fr/HEINRICH%20Michel/xml
ARCHON;2;l'aménagement d'un logement locatif au 1er étage de l'ancienne mairie;89942,97;4000;0,0444726253;ANDRE Pierre;Sénat;2;UMP;http://nossenateurs.fr/ANDRE%20Pierre/xml
ARCHON;2;la restructuration et la mise en accessibilité de la mairie;117446,72;5500;0,0468297454;LEFEVRE Antoine;Sénat;2;UMP;http://nossenateurs.fr/LEFEVRE%20Antoine/xml
ARCONVILLE;10;la réfection de la voirie, rues du Maréchal Leclerc et du Monument;118414,45;5000;0,0422245765;DHUICQ Nicolas;Assemblée nationale;10;UMP;http://2007.nosdeputes.fr/DHUICQ%20Nicolas/xml
ARCY-SUR-CURE;89;la restauration de la chapelle du Beugnon (2ème tranche);89920;8992;0,1;ROLLAND Jean-Marie;Assemblée nationale;89;UMP;http://2007.nosdeputes.fr/ROLLAND%20Jean-Marie/xml
ARDENAIS;18;la réfection d'une salle de classe de l'école (1ère tranche);26233,01;10000;0,3811991075;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
ARDENGOST;65;l'installation d'une réserve incendie;71000;9000;0,1267605634;FORGUES Pierre;Assemblée nationale;65;SRC;http://2007.nosdeputes.fr/FORGUES%20Pierre/xml
ARDENTES;36;l'équipement de la cuisine du futur restaurant scolaire;122437,15;5000;0,0408372786;MAYET Jean-François;Sénat;36;UMP;http://nossenateurs.fr/MAYET%20Jean-François/xml
ARDIN;79;la restauration de l'église paroissiale (1ère tranche);243763,3;12134;0,0497777967;DULAIT André;Sénat;79;UMP;http://nossenateurs.fr/DULAIT%20André/xml
ARDOIX;7;la réfection de la mairie;15177,29;5000;0,3294395772;DSUSOPT Olivier;Assemblée nationale;56;SRC;http://2007.nosdeputes.fr/DSUSOPT%20Olivier/xml
ARDOIX;7;l'assainissement collectif du hameau de Cormes, la construction d'une station d'épuration et la reprise du réseau unitaire en réseau d'eaux pluviales (tranches 1 à 3);810000;6000;0,0074074074;HERVIAUX Odette;Sénat;56;SOC;http://nossenateurs.fr/HERVIAUX%20Odette/xml
AREGNO;2B;la restauration des portes de l'église paroissiale;17119,5;5100;0,2979058968;BERTRAND Xavier;Assemblée nationale;2;UMP;http://2007.nosdeputes.fr/BERTRAND%20Xavier/xml
ARESCHES;39;la mise aux normes d'accessibilité et l'isolation du logement communal;13926,51;5686;0,4082860674;BARBIER Gilbert;Sénat;39;RDSE;http://nossenateurs.fr/BARBIER%20Gilbert/xml
ARESSY;64;la réfection de la voirie, chemin de Labielle;130000;12000;0,0923076923;BAYROU François;Assemblée nationale;64;NI;http://2007.nosdeputes.fr/BAYROU%20François/xml
ARGANCHY;14;la mise en conformité de l'installation électrique des cloches de l'église;5718,6;1500;0,262301962;DUPONT Jean-Léonce;Sénat;14;UDI;http://nossenateurs.fr/DUPONT%20Jean-Léonce/xml
ARGELOUSE;40;la restauration de l'église Saint-André;137553,38;14000;0,1017786695;CARRERE Jean-Louis;Sénat;40;SOC;http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
ARGENTAT;19;l'installation d'un toboggan de type pentagliss au centre aquarécréatif;33500;5000;0,1492537313;HOLLANDE François;Assemblée nationale;19;SRC;http://2007.nosdeputes.fr/HOLLANDE%20François/xml
ARGENTON-L'EGLISE;79;le réaménagement de l'école publique;218600;7622;0,0348673376;BECOT Michel;Sénat;79;UMP;http://nossenateurs.fr/BECOT%20Michel/xml
ARGILLY;21;la restauration des retables de l'église;48033;2479;0,0516103512;HOUPERT Alain;Sénat;21;UMP;http://nossenateurs.fr/HOUPERT%20Alain/xml
ARGOL;29;l'extension de l'école primaire;400442;15000;0,0374586082;PAUL Philippe;Sénat;29;UMP;http://nossenateurs.fr/PAUL%20Philippe/xml
ARIES-ESPENAN;65;la réfection de la toiture de la maison Francingues;18851;6000;0,3182855021;FORTASSIN François;Sénat;65;RDSE;http://nossenateurs.fr/FORTASSIN%20François/xml
