Bénéficiaire;Département;Nature du projet;Coût du projet;Subvention allouée;Part prise en charge;Parlementaire transmetteur;Nature;Département Parlementaire;Groupe politique du parlementaire;Lien vers données parlementaires
SOUSSEY-SUR-BRIONNE;21;la réfection de la toiture et le remplacement des volets du bâtiment communal;43168,6;15000;0,3474747849;SAUVADET François;Assemblée nationale;21;NC;http://2007.nosdeputes.fr/SAUVADET%20François/xml
SOUTIERS;79;la réfection de la toiture de l'église et la réhabilitation du local technique;138249,11;7622;0,0551323622;DULAIT André;Sénat;79;UMP;http://nossenateurs.fr/DULAIT%20André/xml
SOUVIGNE;37;l'installation d'une réserve incendie au terrain de sports et la mise aux normes électriques des vestiaires du stade;9712;4856;0,5;BRIAND Philippe;Assemblée nationale;37;UMP;http://2007.nosdeputes.fr/BRIAND%20Philippe/xml
SOUVIGNY-EN-SOLOGNE;41;la construction de salles de classe;855770;30000;0,0350561483;0;Réserve ministérielle;;;
SOYE;25;la réhabilitation de la salle des fêtes;65000;6000;0,0923076923;BONNOT Marcel;Assemblée nationale;25;UMP;http://2007.nosdeputes.fr/BONNOT%20Marcel/xml
SOYE;25;la rénovation du local associatif;49500;10000;0,202020202;HERVIAUX Odette;Sénat;56;SOC;http://nossenateurs.fr/HERVIAUX%20Odette/xml
SOYECOURT;80;la réfection de la toiture de la mairie;35086;10000;0,2850139657;DENEUX Marcel;Sénat;80;UDI;http://nossenateurs.fr/DENEUX%20Marcel/xml
SPERACEDES;6;l'acquisition d'un véhicule pour la police municipale;13135,5;5253;0,3999086445;TABAROT Michèle;Assemblée nationale;6;UMP;http://2007.nosdeputes.fr/TABAROT%20Michèle/xml
SPICHEREN;57;la construction d'une serre aux ateliers municipaux;47440;9000;0,1897133221;LANG Pierre;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/LANG%20Pierre/xml
SPICHEREN;57;l'aménagement d'un local destiné aux arboriculteurs;71540;6000;0,0838691641;TODESCHINI Jean-Marc;Sénat;57;SOC;http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
SPOY;10;la réhabilitation de granges en salle polyvalente;446145;6000;0,0134485425;DHUICQ Nicolas;Assemblée nationale;10;UMP;http://2007.nosdeputes.fr/DHUICQ%20Nicolas/xml
SPOY;10;la réfection de la Voie romaine et de la rue de l'Etoupe;406338,89;5000;0,0123049999;ADNOT Philippe;Sénat;10;NI;http://nossenateurs.fr/ADNOT%20Philippe/xml
SPOY;21;la réfection de la toiture de l'église;2380;1190;0,5;REBSAMEN François;Sénat;21;SOC;http://nossenateurs.fr/REBSAMEN%20François/xml
STAFFELFELDEN;68;la mise en place de dispositifs d'économie d'énergie sur le réseau d'éclairage public;46211;10000;0,216398693;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
STAINS;93;la construction d'un abri visiteurs à l'entrée du cimetière communal;70000;35000;0,5;BUFFET Marie-George;Assemblée nationale;93;GDR;http://2007.nosdeputes.fr/BUFFET%20Marie-George/xml
STEENWERCK;59;la réhabilitation et la restructuration de la Maison Decanter;306052,45;30000;0,0980224141;HOSTALIER Françoise;Assemblée nationale;59;UMP;http://2007.nosdeputes.fr/HOSTALIER%20Françoise/xml
STEINBACH;68;la réfection de la rue de La Loi (1ère tranche);183468,8;25000;0,1362629504;SORDI Michel;Assemblée nationale;68;UMP;http://2007.nosdeputes.fr/SORDI%20Michel/xml
STEINBRUNN-LE-BAS;68;la construction d'un accueil de loisirs sans hébergement;1078345;40000;0,03709388;LORRAIN Jean-Louis;Sénat;68;UMP;http://nossenateurs.fr/LORRAIN%20Jean-Louis/xml
STETTEN;68;la réhabilitation de l'ensemble bâti situé 6, rue du Général de Gaulle;556560;20000;0,0359350295;LORRAIN Jean-Louis;Sénat;68;UMP;http://nossenateurs.fr/LORRAIN%20Jean-Louis/xml
STONNE;8;la réfection de la rue du Paquis;129955;5003;0,0384979416;LAMENIE Marc;Sénat;8;UMP;http://nossenateurs.fr/LAMENIE%20Marc/xml
STUCKANGE;57;l'installation d'un panneau lumineux d'informations;10505,2;2000;0,1903819061;MASSON Jean-Louis;Sénat;;;http://nossenateurs.fr/MASSON%20Jean-Louis/xml
STUTZHEIM-OFFENHEIM;67;"la mise en place de la sculpture ""La Passerelle"" de Marc Linder près du verger pédagogique";37768,5;5769;0,1527463362;RAOUL Daniel;Sénat;49;SOC;http://nossenateurs.fr/RAOUL%20Daniel/xml
SUARCE;90;la réfection des façades de la bibliothèque, du préau- garages et du pont de la Suarcine;33000;10000;0,303030303;CHEVENEMENT Jean-Pierre;Sénat;90;RDSE;http://nossenateurs.fr/CHEVENEMENT%20Jean-Pierre/xml
SUAUX;16;l'aménagement d'un espace cinéraire;14251,55;1500;0,1052517095;PEYRONNET Jean-Claude;Sénat;87;SOC;http://nossenateurs.fr/PEYRONNET%20Jean-Claude/xml
SUBLAINES;37;l'aménagement d'équipements sportifs et de jeux;28562,62;7728;0,2705634147;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
SUBLES;14;la réfection de la voirie (programme 2011);46174,8;7000;0,1515978412;DUPONT Jean-Léonce;Sénat;14;UDI;http://nossenateurs.fr/DUPONT%20Jean-Léonce/xml
SUBLIGNY;18;l'aménagement paysager et sécuritaire du centre-bourg à la route de Cosne-sur-Loire (phase n°3);40184,4;12000;0,2986233464;POINTEREAU Rémy;Sénat;18;UMP;http://nossenateurs.fr/POINTEREAU%20Rémy/xml
SUCY-EN-BRIE;94;l'aménagement du parvis du collège du Parc et d'une piste cyclable, route de la Queue-en-Brie;761324,5;20000;0,0262700071;CAMBON Christian;Sénat;94;UMP;http://nossenateurs.fr/CAMBON%20Christian/xml
SUEVRES;41;l'aménagement de la voie d'accès à l'école maternelle, rue Jacques Bidron et chemin des Sablonnards;230735;15000;0,0650096431;LEROY Maurice;Assemblée nationale;41;NC;http://2007.nosdeputes.fr/LEROY%20Maurice/xml
SUEVRES;41;la réhabilitation du préau des écoles élémentaire et maternelle;106915;10000;0,0935322452;GOURAULT Jacqueline;Sénat;41;UDI;http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
SULIGNAT;1;l'extension et la réhabilitation de l'école maternelle;687212,5;15000;0,0218273096;CARRERE Jean-Louis;Sénat;40;SOC;http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
SULLY;14;l'effacement des réseaux des Pérettes et de la Grande Rue;60763;9000;0,1481164524;DUPONT Jean-Léonce;Sénat;14;UDI;http://nossenateurs.fr/DUPONT%20Jean-Léonce/xml
SUMENE;30;l'installation de jeux d'enfants au parc Lucie Aubrac;4123,17;2061;0,4998581189;ASSOULINE David;Sénat;75;SOC;http://nossenateurs.fr/ASSOULINE%20David/xml
SUMENE;30;la mise en accessibilité du bâtiment du Plan;51180,7;5000;0,0976930757;FOURNIER Jean-Paul;Sénat;30;UMP;http://nossenateurs.fr/FOURNIER%20Jean-Paul/xml
SURAT;63;la restauration du mur d'enceinte du cimetière;11198;2800;0,2500446508;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
SURESNES;92;la rénovation des menuiseries extérieures de la halte- garderie Aladin;93257,94;40000;0,4289179023;DEBRE Isabelle;Sénat;92;UMP;http://nossenateurs.fr/DEBRE%20Isabelle/xml
SURFONDS;72;la réfection de la ruelle Traversière et l'aménagement de places de parking;13315,9;2500;0,1877454772;KARAMANLI Marietta;Assemblée nationale;72;SRC;http://2007.nosdeputes.fr/KARAMANLI%20Marietta/xml
SURFONTAINE;2;la réfection du logement communal;53544,53;8000;0,1494083523;BALLIGAND Jean-Pierre;Assemblée nationale;2;SRC;http://2007.nosdeputes.fr/BALLIGAND%20Jean-Pierre/xml
SURY;8;l'aménagement d'un accès à l'étage de l'atelier communal par la façade arrière;7415,81;3707;0,4998779634;LAMENIE Marc;Sénat;8;UMP;http://nossenateurs.fr/LAMENIE%20Marc/xml
SURY-AUX-BOIS;45;la réfection de la cour de l'école, l'isolation thermique et phonique des salles de classe, la mise aux normes de l'éclairage et du chauffage et la réfection des peintures;124871,06;10000;0,0800826068;SUEUR Jean-Pierre;Sénat;45;SOC;http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
SURZUR;56;le réaménagement de la rue du Général de Virel;1202813,66;60000;0,0498830384;GOULARD François;Assemblée nationale;56;UMP;http://2007.nosdeputes.fr/GOULARD%20François/xml
SUSSARGUES;34;l'aménagement d'un court de tennis;83397,3;10000;0,1199079587;GRAND Jean-Pierre;Assemblée nationale;34;UMP;http://2007.nosdeputes.fr/GRAND%20Jean-Pierre/xml
SUSSARGUES;34;l'aménagement d'un espace multisports de type city- stade;65408;5000;0,0764432485;BRUGUIERE Marie-Thérèse;Sénat;34;UMP;http://nossenateurs.fr/BRUGUIERE%20Marie-Thérèse/xml
SUSSARGUES;34;l'aménagement de la voirie et des réseaux aux abords de l'église;330790,75;20000;0,0604611828;RAOUL Daniel;Sénat;49;SOC;http://nossenateurs.fr/RAOUL%20Daniel/xml
SUZE-LA-ROUSSE;26;l'acquisition d'un bâtiment modulaire dans le cadre de l'ouverture d'une nouvelle classe;28760;10000;0,347705146;MARITON Hervé;Assemblée nationale;26;UMP;http://2007.nosdeputes.fr/MARITON%20Hervé/xml
SY;8;la restructuration du cimetière, la création d'un jardin du souvenir et l'aménagement d'un espace cinéraire;5260;2000;0,3802281369;WARSMANN Jean-Luc;Assemblée nationale;8;UMP;http://2007.nosdeputes.fr/WARSMANN%20Jean-Luc/xml
SYLVANES;12;la réhabilitation d'un bâtiment communal et l'aménagement du coeur de village;178315;40000;0,2243221266;0;Réserve ministérielle;;;
Syndicat d'adduction d'eau d'Ansauvillers- Gannes;60;la mise en conformité de l'alimentation électrique du château d'eau;19822;9500;0,4792654626;DASSAULT Olivier;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/DASSAULT%20Olivier/xml
Syndicat d'adduction d'eau potable de Launoy et Grand-Rozoy;2;l'installation de systèmes électriques à la station de pompage et au réservoir;6320;3160;0,5;VASSEUR Isabelle;Assemblée nationale;2;UMP;http://2007.nosdeputes.fr/VASSEUR%20Isabelle/xml
Syndicat d'Adduction d'Eau Potable de Vieux;81;la réalisation de forages et leur mise en raccordement pour la production d'eau potable à Sesquières et Guirbonde;124560;25000;0,2007064868;0;Réserve ministérielle;;;
Syndicat d'assainissement collectif de Saint- Germain-Mesnil;27;la réalisation d'une étude préalable à l'aménagement du réseau d'assainissement collectif de Saint-Germain-sur- Avre et Mesnil-sur-l'Estrée;3955;1000;0,2528445006;LEFRAND Guy;Assemblée nationale;27;UMP;http://2007.nosdeputes.fr/LEFRAND%20Guy/xml
Syndicat de regroupement pédagogique Alluyes - Montboissier - Trizay-lès-Bonneval;28;la sécurisation de l'accès au car scolaire et l'aménagement de la cour avec création d'un préau et de sanitaires à l'école de Trizay-lès-Bonneval;114699;15000;0,1307770774;VIGIER Philippe;Assemblée nationale;28;NC;http://2007.nosdeputes.fr/VIGIER%20Philippe/xml
Syndicat de regroupement pédagogique des Quatre Vallées;91;l'extension de la cantine-garderie et l'aménagement d'un préau d'accueil à Bouttervilliers;147650;30000;0,2031832035;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
Syndicat de regroupement pédagogique intercommunal de Bazelle;36;l'acquisition d'un tableau blanc interactif et de mobilier;7326,9;3200;0,4367467824;FORISSIER Nicolas;Assemblée nationale;36;UMP;http://2007.nosdeputes.fr/FORISSIER%20Nicolas/xml
Syndicat de regroupement pédagogique intercommunal de Bazelle;36;l'acquisition d'un photocopieur multifonctions;750;375;0,5;MAYET Jean-François;Sénat;36;UMP;http://nossenateurs.fr/MAYET%20Jean-François/xml
Syndicat départemental d'énergie de Haute- Marne;52;l'aménagement de l'éclairage public à Busson suite à l'enfouissement des réseaux;38838,8;16150;0,4158212921;SIDO Bruno;Sénat;52;UMP;http://nossenateurs.fr/SIDO%20Bruno/xml
Syndicat des classes de la Vallée de l'Arce;10;la pose de volets roulants au groupe scolaire de Chervey;26613;4000;0,1503024837;GAILLARD Yann;Sénat;10;UMP;http://nossenateurs.fr/GAILLARD%20Yann/xml
Syndicat des classes de la Vallée de l'Arce;10;l'acquisition de mobilier pour la classe de CP;2772,29;1250;0,4508907798;GAILLARD Yann;Sénat;10;UMP;http://nossenateurs.fr/GAILLARD%20Yann/xml
Syndicat des Eaux de la Région Ouest de Laon;2;la réhabilitation et le renforcement des réseaux d'eaux du square des écoles à Mons-en-Laonnois;34380,23;3500;0,101802693;DOSIERE René;Assemblée nationale;2;SRC;http://2007.nosdeputes.fr/DOSIERE%20René/xml
Syndicat des eaux du Chesne;35;la réalisation d'une fresque sur le château d'eau de Dompierre du Chemin;15000;5000;0,3333333333;de LEGGE Dominique;Sénat;35;UMP;http://nossenateurs.fr/de LEGGE Dominique/xml
Syndicat des eaux et d'assainissement de la région de Gensac - Pessac;33;l'aménagement du réseau d'assainissement de Pessac- sur-Dordogne et la construction d'une station d'épuration intercommunale;1652680;60000;0,0363046688;0;Réserve ministérielle;;;
Syndicat des écoles primaires d'Acheux-en- Amiénois et des communes environnantes;80;l'équipement informatique des classes de CE2 au CM2;10883;5441;0,4999540568;DENEUX Marcel;Sénat;80;UDI;http://nossenateurs.fr/DENEUX%20Marcel/xml
Syndicat des énergies et de l'aménagement numérique de la Haute-Savoie;74;l'enfouissement des réseaux et l'aménagement de l'éclairage public, route de la Vettaz;216741,89;75000;0,3460337086;TARDY Lionel;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/TARDY%20Lionel/xml
Syndicat des Habères;74;la rénovation électrique du télésiège des Crêtes, l'optimisation des ressources en eau de la réserve collinaire et l'extension du réseau de neige de culture à la station des Habères;56803,09;5000;0,0880233804;FRANCINA Marc;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/FRANCINA%20Marc/xml
Syndicat d'intérêt scolaire Saint-Martin-sur- Ocre - Saint-Brisson-sur-Loire;45;l'acquisition de mobilier scolaire pour la classe de CM2;3367,27;1683;0,4998114199;SUEUR Jean-Pierre;Sénat;45;SOC;http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
Syndicat du Cimetière et de l'Eglise de Grosne, Recouvrance et Vellescot;90;la mise en accessibilité de l'église (phase 1);4595,66;2000;0,435193204;0;Réserve ministérielle;;;
Syndicat intercommunal à la carte du Cèdre;77;la construction d'un groupe scolaire maternelle à Bezalles;1694519;70000;0,0413096578;JACOB Christian;Assemblée nationale;77;UMP;http://2007.nosdeputes.fr/JACOB%20Christian/xml
Syndicat intercommunal à vocation scolaire du Beuvron;58;travaux d'électricité dans l'école et l'acquisition d'un groupe froid;2757,5;1000;0,3626473255;PAUL Christian;Assemblée nationale;58;SRC;http://2007.nosdeputes.fr/PAUL%20Christian/xml
Syndicat intercommunal Bassens - Carbon- Blanc;33;la réhabilitation de la piscine intercommunale;1626260;20000;0,0122981565;CARRERE Jean-Louis;Sénat;40;SOC;http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
Syndicat intercommunal Collonges-Meyssac;19;la couverture d'un court de tennis;191450;8000;0,0417863672;NAUCHE Phipilpe;Assemblée nationale;;;http://2007.nosdeputes.fr/NAUCHE%20Phipilpe/xml
Syndicat intercommunal d'action sociale de Seysses;31;l'acquisition de mobilier pour le nouveau siège social;35792,27;17896;0,4999962282;CHATILLON Alain;Sénat;31;UMP;http://nossenateurs.fr/CHATILLON%20Alain/xml
Syndicat intercommunal d'action sociale de Seysses;31;l'acquisition de matériel informatique pour le nouveau siège social;17285,1;8642;0,4999681807;LABORDE Françoise;Sénat;31;RDSE;http://nossenateurs.fr/LABORDE%20Françoise/xml
Syndicat intercommunal d'adduction d'eau de Corlée et Saint-Vallier;52;la réfection à Corlée, du réseau d'eau potable (1ère tranche);65545;15000;0,2288504081;DELONG Sophie;Assemblée nationale;52;UMP;http://2007.nosdeputes.fr/DELONG%20Sophie/xml
Syndicat intercommunal d'adduction d'eau de la région Saint-Masmes;51;la mise en sécurité de la station de pompage de Saint- Masmes;5230;1600;0,3059273423;THOMAS Jean-Claude;Assemblée nationale;51;UMP;http://2007.nosdeputes.fr/THOMAS%20Jean-Claude/xml
Syndicat intercommunal d'aide et de réalisation pour les Handicapés des Trois Provinces;44;la construction du foyer occupationnel des Hautes Roches;1595317,72;30000;0,0188050315;POIGNANT Serge;Assemblée nationale;44;UMP;http://2007.nosdeputes.fr/POIGNANT%20Serge/xml
Syndicat intercommunal d'alimentation en eau potable des Trois Vallées;86;l'interconnexion des réseaux d'eau potable avec le SIAEP de Massognes;2189963,96;3000;0,0013698856;COUTELLE Catherine;Assemblée nationale;86;SRC;http://2007.nosdeputes.fr/COUTELLE%20Catherine/xml
Syndicat intercommunal d'alimentation en eau potable Girolles-Tharot;89;l'installation d'une double canalisation et d'un analyseur des nitrates au château d'eau;57763,44;10000;0,1731198834;ROLLAND Jean-Marie;Assemblée nationale;89;UMP;http://2007.nosdeputes.fr/ROLLAND%20Jean-Marie/xml
Syndicat intercommunal d'aménagement du bassin versant de l'Albarine;1;la protection de la canalisation principale d'eaux usées de l'agglomération d'Ambérieu-en-Bugey;95750;30000;0,3133159269;0;Réserve ministérielle;;;
Syndicat intercommunal d'aménagement hydraulique des bassins versants du Beuve et de la Bassanne;33;l'aménagement de la défense incendie (3ème tranche);99036,94;10000;0,100972425;0;Réserve ministérielle;;;
"Syndicat intercommunal d'assainissement ""Le Moulin""";60;la construction d'une station d'épuration sur la commune de Cressonsacq;2388500;15000;0,0062800921;DASSAULT Olivier;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/DASSAULT%20Olivier/xml
"Syndicat intercommunal d'assainissement ""Le Moulin""";60;l'aménagement d'un réseau d'assainissement et d'un poste de relevage à Cressonsacq;1460100;15000;0,010273269;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
Syndicat intercommunal d'assainissement de Bescat, Sainte-Colome, Sevignacq-Meyracq;64;l'extension du réseau d'assainissement au chemin DousMourets à Sainte-Colome et sur le secteur est de Sevignacq-Meyracq, la création d'un poste de refoulement et son alimentation électrique et téléphonique et l'installation de la télésurveillance;198309,52;20000;0,1008524452;0;Réserve ministérielle;;;
Syndicat intercommunal d'assainissement de Holving-Hilsprich-Richeling;57;la mise en place d'une alarme incendie à la station d'épuration;2920;1400;0,4794520548;MASSON Jean-Louis;Sénat;;;http://nossenateurs.fr/MASSON%20Jean-Louis/xml
Syndicat intercommunal d'assainissement de la région d'Albertville;73;la modernisation et l'extension de la station d'épuration;9963988;30000;0,0030108426;0;Réserve ministérielle;;;
Syndicat intercommunal d'assainissement Fontenay - Lestre - Quineville - Saint-Marcouf;50;la construction de réseaux d'assainissement et de stations d'épuration sur la commune de Lestre;852000;10000;0,0117370892;GATIGNOL Claude;Assemblée nationale;50;UMP;http://2007.nosdeputes.fr/GATIGNOL%20Claude/xml
Syndicat intercommunal d'assainissement Porte-Sud;14;la réalisation d'une étude prospective et un diagnostic permanent des réseaux d'assainissement collectif;57020;5700;0,0999649246;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
Syndicat intercommunal de gestion de la forêt d'Aumont;10;la réfection de la toiture de la maison forestière;25239;3500;0,1386742739;MATHIS Jean-Claude;Assemblée nationale;10;UMP;http://2007.nosdeputes.fr/MATHIS%20Jean-Claude/xml
Syndicat intercommunal de gestion de l'Adour en Aval de Tarbes;65;l'aménagement du sentier de l'Adour (1ère tranche);61765;3000;0,0485711973;GLAVANY Jean;Assemblée nationale;65;SRC;http://2007.nosdeputes.fr/GLAVANY%20Jean/xml
Syndicat intercommunal de gestion de l'église et du cimetière de Fontaine;90;la restauration de l'harmonium de l'église;12060;2500;0,2072968491;CHEVENEMENT Jean-Pierre;Sénat;90;RDSE;http://nossenateurs.fr/CHEVENEMENT%20Jean-Pierre/xml
Syndicat intercommunal de gestion du cinéma Le Trianon;93;la réhabilitation et l'équipement matériel du cinéma Le Trianon;2022422;20000;0,0098891329;GUIGOU Elisabeth;Assemblée nationale;93;SRC;http://2007.nosdeputes.fr/GUIGOU%20Elisabeth/xml
