Geo Point;Geo Shape;crossing;@id;highway
50.6080051, 3.0726362;"{""type"": ""Point"", ""coordinates"": [3.0726362, 50.6080051]}";;node/2704157311;crossing
50.6094283, 3.0677124;"{""type"": ""Point"", ""coordinates"": [3.0677124, 50.6094283]}";;node/2704157319;crossing
50.6649673, 3.075798;"{""type"": ""Point"", ""coordinates"": [3.075798, 50.6649673]}";;node/2707505956;crossing
50.6657212, 3.087759;"{""type"": ""Point"", ""coordinates"": [3.087759, 50.6657212]}";;node/2707506024;crossing
50.665906, 3.0876002;"{""type"": ""Point"", ""coordinates"": [3.0876002, 50.665906]}";;node/2707506044;crossing
50.6208438, 3.0785386;"{""type"": ""Point"", ""coordinates"": [3.0785386, 50.6208438]}";;node/251056148;crossing
50.6233549, 3.08292;"{""type"": ""Point"", ""coordinates"": [3.08292, 50.6233549]}";;node/251059655;crossing
50.6273158, 3.1085432;"{""type"": ""Point"", ""coordinates"": [3.1085432, 50.6273158]}";;node/252159502;crossing
50.6220934, 2.9058006;"{""type"": ""Point"", ""coordinates"": [2.9058006, 50.6220934]}";;node/269942111;crossing
50.6821256, 3.0464634;"{""type"": ""Point"", ""coordinates"": [3.0464634, 50.6821256]}";uncontrolled;node/280481502;crossing
50.6825939, 3.0453011;"{""type"": ""Point"", ""coordinates"": [3.0453011, 50.6825939]}";uncontrolled;node/280481511;crossing
50.6884123, 3.0550728;"{""type"": ""Point"", ""coordinates"": [3.0550728, 50.6884123]}";;node/290682266;crossing
50.7124753, 3.0005878;"{""type"": ""Point"", ""coordinates"": [3.0005878, 50.7124753]}";;node/292337853;crossing
50.6153089, 2.8844702;"{""type"": ""Point"", ""coordinates"": [2.8844702, 50.6153089]}";;node/293901939;crossing
50.6371605, 3.0246518;"{""type"": ""Point"", ""coordinates"": [3.0246518, 50.6371605]}";zebra;node/294121799;crossing
50.671759, 3.0549559;"{""type"": ""Point"", ""coordinates"": [3.0549559, 50.671759]}";uncontrolled;node/297009177;crossing
50.7894577, 3.1055254;"{""type"": ""Point"", ""coordinates"": [3.1055254, 50.7894577]}";;node/310171418;crossing
50.6243644, 3.1287049;"{""type"": ""Point"", ""coordinates"": [3.1287049, 50.6243644]}";;node/313219753;crossing
50.62325, 3.1259576;"{""type"": ""Point"", ""coordinates"": [3.1259576, 50.62325]}";;node/313223389;crossing
50.594072, 2.8201097;"{""type"": ""Point"", ""coordinates"": [2.8201097, 50.594072]}";uncontrolled;node/315109170;crossing
50.6196012, 3.0230337;"{""type"": ""Point"", ""coordinates"": [3.0230337, 50.6196012]}";zebra;node/319074558;crossing
50.6532667, 3.0380809;"{""type"": ""Point"", ""coordinates"": [3.0380809, 50.6532667]}";zebra;node/321657867;crossing
50.6334266, 3.0252947;"{""type"": ""Point"", ""coordinates"": [3.0252947, 50.6334266]}";zebra;node/342981921;crossing
50.6305839, 3.0206975;"{""type"": ""Point"", ""coordinates"": [3.0206975, 50.6305839]}";zebra;node/342981937;crossing
50.6365737, 3.1280982;"{""type"": ""Point"", ""coordinates"": [3.1280982, 50.6365737]}";;node/366822487;crossing
50.6365073, 3.1282218;"{""type"": ""Point"", ""coordinates"": [3.1282218, 50.6365073]}";;node/366823222;crossing
50.6258586, 3.1487561;"{""type"": ""Point"", ""coordinates"": [3.1487561, 50.6258586]}";;node/367084151;crossing
50.6772401, 3.1629529;"{""type"": ""Point"", ""coordinates"": [3.1629529, 50.6772401]}";zebra;node/370570767;crossing
50.6443647, 2.9519984;"{""type"": ""Point"", ""coordinates"": [2.9519984, 50.6443647]}";;node/384002715;crossing
50.6175549, 2.9070923;"{""type"": ""Point"", ""coordinates"": [2.9070923, 50.6175549]}";;node/384368892;crossing
50.5787943, 3.1853378;"{""type"": ""Point"", ""coordinates"": [3.1853378, 50.5787943]}";uncontrolled;node/404396222;crossing
50.5998642, 3.1486339;"{""type"": ""Point"", ""coordinates"": [3.1486339, 50.5998642]}";;node/416644029;crossing
50.6368033, 3.1895588;"{""type"": ""Point"", ""coordinates"": [3.1895588, 50.6368033]}";;node/440925123;crossing
50.6445471, 3.1661196;"{""type"": ""Point"", ""coordinates"": [3.1661196, 50.6445471]}";;node/452633833;crossing
50.6405833, 3.1553254;"{""type"": ""Point"", ""coordinates"": [3.1553254, 50.6405833]}";;node/453002972;crossing
50.6237539, 3.1353918;"{""type"": ""Point"", ""coordinates"": [3.1353918, 50.6237539]}";uncontrolled;node/454231362;crossing
50.6246618, 3.045022;"{""type"": ""Point"", ""coordinates"": [3.045022, 50.6246618]}";;node/469309975;crossing
50.6362264, 3.0198705;"{""type"": ""Point"", ""coordinates"": [3.0198705, 50.6362264]}";zebra;node/472425459;crossing
50.6321626, 3.0373546;"{""type"": ""Point"", ""coordinates"": [3.0373546, 50.6321626]}";;node/485133360;crossing
50.6370968, 3.0973682;"{""type"": ""Point"", ""coordinates"": [3.0973682, 50.6370968]}";zebra;node/488799444;crossing
50.6193979, 3.0407903;"{""type"": ""Point"", ""coordinates"": [3.0407903, 50.6193979]}";zebra;node/491545502;crossing
50.619436, 3.0413282;"{""type"": ""Point"", ""coordinates"": [3.0413282, 50.619436]}";zebra;node/493917221;crossing
50.6161415, 3.0347641;"{""type"": ""Point"", ""coordinates"": [3.0347641, 50.6161415]}";zebra;node/495945320;crossing
50.7564625, 3.193154;"{""type"": ""Point"", ""coordinates"": [3.193154, 50.7564625]}";;node/506769340;crossing
50.5518896, 2.8582773;"{""type"": ""Point"", ""coordinates"": [2.8582773, 50.5518896]}";;node/506855720;crossing
50.6695038, 3.1292422;"{""type"": ""Point"", ""coordinates"": [3.1292422, 50.6695038]}";;node/515077278;crossing
50.6739188, 3.1403337;"{""type"": ""Point"", ""coordinates"": [3.1403337, 50.6739188]}";zebra;node/524371512;crossing
50.5912676, 3.1017054;"{""type"": ""Point"", ""coordinates"": [3.1017054, 50.5912676]}";;node/532712739;crossing
50.6029277, 3.0647304;"{""type"": ""Point"", ""coordinates"": [3.0647304, 50.6029277]}";;node/533983632;crossing
50.58799, 3.0767863;"{""type"": ""Point"", ""coordinates"": [3.0767863, 50.58799]}";;node/534002359;crossing
50.6118869, 3.0631284;"{""type"": ""Point"", ""coordinates"": [3.0631284, 50.6118869]}";;node/534354621;crossing
50.7431303, 3.2373055;"{""type"": ""Point"", ""coordinates"": [3.2373055, 50.7431303]}";;node/540301576;crossing
50.6218661, 2.9043665;"{""type"": ""Point"", ""coordinates"": [2.9043665, 50.6218661]}";;node/576985220;crossing
50.7355486, 3.1684956;"{""type"": ""Point"", ""coordinates"": [3.1684956, 50.7355486]}";;node/644599849;crossing
50.749936, 3.1880781;"{""type"": ""Point"", ""coordinates"": [3.1880781, 50.749936]}";;node/662525037;crossing
50.6509678, 2.9837405;"{""type"": ""Point"", ""coordinates"": [2.9837405, 50.6509678]}";;node/663248906;crossing
50.6542768, 2.9805589;"{""type"": ""Point"", ""coordinates"": [2.9805589, 50.6542768]}";zebra;node/663249089;crossing
50.7605785, 3.0029576;"{""type"": ""Point"", ""coordinates"": [3.0029576, 50.7605785]}";zebra;node/663423716;crossing
50.6674606, 3.082563;"{""type"": ""Point"", ""coordinates"": [3.082563, 50.6674606]}";zebra;node/3674743354;crossing
50.6779635, 3.0863482;"{""type"": ""Point"", ""coordinates"": [3.0863482, 50.6779635]}";zebra;node/3674743394;crossing
50.6680757, 3.0756152;"{""type"": ""Point"", ""coordinates"": [3.0756152, 50.6680757]}";zebra;node/3674758430;crossing
50.6680987, 3.0757285;"{""type"": ""Point"", ""coordinates"": [3.0757285, 50.6680987]}";zebra;node/3674758431;crossing
50.6683055, 3.0752574;"{""type"": ""Point"", ""coordinates"": [3.0752574, 50.6683055]}";zebra;node/3674758432;crossing
50.6667342, 3.0762654;"{""type"": ""Point"", ""coordinates"": [3.0762654, 50.6667342]}";zebra;node/3674758458;crossing
50.7018013, 3.0767851;"{""type"": ""Point"", ""coordinates"": [3.0767851, 50.7018013]}";zebra;node/3713249296;crossing
50.7152693, 3.170731;"{""type"": ""Point"", ""coordinates"": [3.170731, 50.7152693]}";;node/3729654342;crossing
50.7135524, 3.1686235;"{""type"": ""Point"", ""coordinates"": [3.1686235, 50.7135524]}";;node/3729654347;crossing
50.7175665, 3.1623062;"{""type"": ""Point"", ""coordinates"": [3.1623062, 50.7175665]}";;node/3729654350;crossing
50.7134516, 3.1686592;"{""type"": ""Point"", ""coordinates"": [3.1686592, 50.7134516]}";;node/3729654358;crossing
50.7171326, 3.1617935;"{""type"": ""Point"", ""coordinates"": [3.1617935, 50.7171326]}";;node/3729654361;crossing
50.7137672, 3.16765;"{""type"": ""Point"", ""coordinates"": [3.16765, 50.7137672]}";;node/3729654363;crossing
50.7126877, 3.1677647;"{""type"": ""Point"", ""coordinates"": [3.1677647, 50.7126877]}";;node/3729654366;crossing
50.6449097, 2.9683215;"{""type"": ""Point"", ""coordinates"": [2.9683215, 50.6449097]}";zebra;node/3741146822;crossing
50.6178564, 3.0504781;"{""type"": ""Point"", ""coordinates"": [3.0504781, 50.6178564]}";zebra;node/3755817217;crossing
50.6188351, 3.0504585;"{""type"": ""Point"", ""coordinates"": [3.0504585, 50.6188351]}";zebra;node/3755821238;crossing
50.6021388, 3.0355755;"{""type"": ""Point"", ""coordinates"": [3.0355755, 50.6021388]}";;node/3755904016;crossing
50.602326, 3.0357031;"{""type"": ""Point"", ""coordinates"": [3.0357031, 50.602326]}";;node/3755904021;crossing
50.783693, 3.1633067;"{""type"": ""Point"", ""coordinates"": [3.1633067, 50.783693]}";;node/3759980996;crossing
50.7815061, 3.1654347;"{""type"": ""Point"", ""coordinates"": [3.1654347, 50.7815061]}";;node/3760010267;crossing
50.6433968, 2.961869;"{""type"": ""Point"", ""coordinates"": [2.961869, 50.6433968]}";uncontrolled;node/3769378664;crossing
50.6433803, 2.9567461;"{""type"": ""Point"", ""coordinates"": [2.9567461, 50.6433803]}";;node/3769435880;crossing
50.6216404, 3.0625793;"{""type"": ""Point"", ""coordinates"": [3.0625793, 50.6216404]}";zebra;node/3783131998;crossing
50.6215969, 3.0624636;"{""type"": ""Point"", ""coordinates"": [3.0624636, 50.6215969]}";zebra;node/3783131999;crossing
50.6212683, 3.0483395;"{""type"": ""Point"", ""coordinates"": [3.0483395, 50.6212683]}";zebra;node/3783181014;crossing
50.6207627, 3.0498679;"{""type"": ""Point"", ""coordinates"": [3.0498679, 50.6207627]}";zebra;node/3783181050;crossing
50.6207251, 3.0471524;"{""type"": ""Point"", ""coordinates"": [3.0471524, 50.6207251]}";zebra;node/3783181053;crossing
50.6206924, 3.0470843;"{""type"": ""Point"", ""coordinates"": [3.0470843, 50.6206924]}";zebra;node/3783181054;crossing
50.6210818, 3.0467026;"{""type"": ""Point"", ""coordinates"": [3.0467026, 50.6210818]}";zebra;node/3783181056;crossing
50.6225769, 3.0447402;"{""type"": ""Point"", ""coordinates"": [3.0447402, 50.6225769]}";zebra;node/3783181964;crossing
50.6251892, 3.0392342;"{""type"": ""Point"", ""coordinates"": [3.0392342, 50.6251892]}";zebra;node/3783181974;crossing
50.6250782, 3.0392807;"{""type"": ""Point"", ""coordinates"": [3.0392807, 50.6250782]}";zebra;node/3783181976;crossing
50.6249647, 3.0379682;"{""type"": ""Point"", ""coordinates"": [3.0379682, 50.6249647]}";zebra;node/3783181977;crossing
50.6244027, 3.0402639;"{""type"": ""Point"", ""coordinates"": [3.0402639, 50.6244027]}";zebra;node/3783181984;crossing
50.6262127, 3.0372671;"{""type"": ""Point"", ""coordinates"": [3.0372671, 50.6262127]}";zebra;node/3783181990;crossing
50.6305777, 3.0345545;"{""type"": ""Point"", ""coordinates"": [3.0345545, 50.6305777]}";;node/3783181996;crossing
50.6304841, 3.035216;"{""type"": ""Point"", ""coordinates"": [3.035216, 50.6304841]}";zebra;node/3783182004;crossing
50.7654566, 3.2194346;"{""type"": ""Point"", ""coordinates"": [3.2194346, 50.7654566]}";;node/3821764517;crossing
50.7637799, 3.220098;"{""type"": ""Point"", ""coordinates"": [3.220098, 50.7637799]}";;node/3821820772;crossing
50.6137126, 3.1206159;"{""type"": ""Point"", ""coordinates"": [3.1206159, 50.6137126]}";;node/3833863701;crossing
50.6160684, 3.1155117;"{""type"": ""Point"", ""coordinates"": [3.1155117, 50.6160684]}";;node/3833863715;crossing
50.6165841, 3.1164415;"{""type"": ""Point"", ""coordinates"": [3.1164415, 50.6165841]}";;node/3833863728;crossing
50.6166664, 3.1165856;"{""type"": ""Point"", ""coordinates"": [3.1165856, 50.6166664]}";;node/3833863731;crossing
50.7574829, 3.222305;"{""type"": ""Point"", ""coordinates"": [3.222305, 50.7574829]}";;node/3835472464;crossing
50.7596004, 3.220063;"{""type"": ""Point"", ""coordinates"": [3.220063, 50.7596004]}";;node/3835638010;crossing
50.7597493, 3.220101;"{""type"": ""Point"", ""coordinates"": [3.220101, 50.7597493]}";;node/3835638011;crossing
50.7606905, 3.2190642;"{""type"": ""Point"", ""coordinates"": [3.2190642, 50.7606905]}";;node/3835701763;crossing
50.7075801, 3.2181329;"{""type"": ""Point"", ""coordinates"": [3.2181329, 50.7075801]}";;node/3860981824;crossing
50.7402904, 3.256294;"{""type"": ""Point"", ""coordinates"": [3.256294, 50.7402904]}";;node/3891985684;crossing
50.7965983, 3.111769;"{""type"": ""Point"", ""coordinates"": [3.111769, 50.7965983]}";;node/3905266643;crossing
50.7947014, 3.0918569;"{""type"": ""Point"", ""coordinates"": [3.0918569, 50.7947014]}";;node/3906926887;crossing
50.7977648, 3.1082312;"{""type"": ""Point"", ""coordinates"": [3.1082312, 50.7977648]}";;node/3907188070;crossing
50.7965962, 3.1062757;"{""type"": ""Point"", ""coordinates"": [3.1062757, 50.7965962]}";;node/3907190369;crossing
50.7873377, 3.0509682;"{""type"": ""Point"", ""coordinates"": [3.0509682, 50.7873377]}";;node/3907251926;crossing
50.7997675, 3.1277908;"{""type"": ""Point"", ""coordinates"": [3.1277908, 50.7997675]}";;node/3911031099;crossing
50.7947181, 3.1975254;"{""type"": ""Point"", ""coordinates"": [3.1975254, 50.7947181]}";;node/3966524558;crossing
50.6367532, 3.0696144;"{""type"": ""Point"", ""coordinates"": [3.0696144, 50.6367532]}";;node/3968278978;crossing
50.6206294, 3.0313188;"{""type"": ""Point"", ""coordinates"": [3.0313188, 50.6206294]}";zebra;node/3971011411;crossing
50.5429998, 2.9732998;"{""type"": ""Point"", ""coordinates"": [2.9732998, 50.5429998]}";;node/3982757986;crossing
50.7091771, 3.126983;"{""type"": ""Point"", ""coordinates"": [3.126983, 50.7091771]}";;node/4020523501;crossing
50.661972, 3.2390436;"{""type"": ""Point"", ""coordinates"": [3.2390436, 50.661972]}";;node/4079287933;crossing
50.6753318, 3.1964624;"{""type"": ""Point"", ""coordinates"": [3.1964624, 50.6753318]}";zebra;node/4105676304;crossing
50.6751964, 3.197868;"{""type"": ""Point"", ""coordinates"": [3.197868, 50.6751964]}";zebra;node/4105676309;crossing
50.6204752, 3.0518867;"{""type"": ""Point"", ""coordinates"": [3.0518867, 50.6204752]}";zebra;node/4158284490;crossing
50.6196777, 3.0512626;"{""type"": ""Point"", ""coordinates"": [3.0512626, 50.6196777]}";zebra;node/4158284494;crossing
50.6179054, 3.049633;"{""type"": ""Point"", ""coordinates"": [3.049633, 50.6179054]}";zebra;node/4158284508;crossing
50.618003, 3.0493745;"{""type"": ""Point"", ""coordinates"": [3.0493745, 50.618003]}";zebra;node/4158284509;crossing
50.7946638, 3.1918798;"{""type"": ""Point"", ""coordinates"": [3.1918798, 50.7946638]}";;node/4275858703;crossing
50.7946397, 3.186463;"{""type"": ""Point"", ""coordinates"": [3.186463, 50.7946397]}";uncontrolled;node/4327347358;crossing
50.6228939, 3.0606082;"{""type"": ""Point"", ""coordinates"": [3.0606082, 50.6228939]}";;node/4335063795;crossing
50.7153048, 3.1253687;"{""type"": ""Point"", ""coordinates"": [3.1253687, 50.7153048]}";zebra;node/4388789853;crossing
50.6262574, 3.0827166;"{""type"": ""Point"", ""coordinates"": [3.0827166, 50.6262574]}";zebra;node/4402287490;crossing
50.6373866, 2.98693;"{""type"": ""Point"", ""coordinates"": [2.98693, 50.6373866]}";;node/4416618924;crossing
50.6434015, 3.0117786;"{""type"": ""Point"", ""coordinates"": [3.0117786, 50.6434015]}";zebra;node/4416683334;crossing
50.639348, 3.0637802;"{""type"": ""Point"", ""coordinates"": [3.0637802, 50.639348]}";zebra;node/4417704685;crossing
50.6223406, 3.0583641;"{""type"": ""Point"", ""coordinates"": [3.0583641, 50.6223406]}";zebra;node/4417713363;crossing
50.6209045, 3.0624262;"{""type"": ""Point"", ""coordinates"": [3.0624262, 50.6209045]}";zebra;node/4417713374;crossing
50.6300868, 3.0261919;"{""type"": ""Point"", ""coordinates"": [3.0261919, 50.6300868]}";zebra;node/4417736968;crossing
50.628114, 3.061423;"{""type"": ""Point"", ""coordinates"": [3.061423, 50.628114]}";zebra;node/4417815642;crossing
50.6276319, 3.0607854;"{""type"": ""Point"", ""coordinates"": [3.0607854, 50.6276319]}";zebra;node/4417815646;crossing
50.6273334, 3.0620036;"{""type"": ""Point"", ""coordinates"": [3.0620036, 50.6273334]}";zebra;node/4417815660;crossing
50.6355442, 3.070617;"{""type"": ""Point"", ""coordinates"": [3.070617, 50.6355442]}";zebra;node/4420429449;crossing
50.637711, 3.0711374;"{""type"": ""Point"", ""coordinates"": [3.0711374, 50.637711]}";zebra;node/4420429465;crossing
50.6376289, 3.0714907;"{""type"": ""Point"", ""coordinates"": [3.0714907, 50.6376289]}";zebra;node/4420456545;crossing
50.5746781, 2.9381057;"{""type"": ""Point"", ""coordinates"": [2.9381057, 50.5746781]}";;node/4428046388;crossing
50.6258828, 3.0648709;"{""type"": ""Point"", ""coordinates"": [3.0648709, 50.6258828]}";traffic_signals;node/4429529538;crossing
50.6259225, 3.0649248;"{""type"": ""Point"", ""coordinates"": [3.0649248, 50.6259225]}";traffic_signals;node/4429529540;crossing
50.5945406, 2.9584835;"{""type"": ""Point"", ""coordinates"": [2.9584835, 50.5945406]}";zebra;node/4437477889;crossing
50.5980709, 2.9554896;"{""type"": ""Point"", ""coordinates"": [2.9554896, 50.5980709]}";;node/4439496893;crossing
50.5885905, 2.9652596;"{""type"": ""Point"", ""coordinates"": [2.9652596, 50.5885905]}";zebra;node/4439626461;crossing
50.6831651, 2.8793128;"{""type"": ""Point"", ""coordinates"": [2.8793128, 50.6831651]}";traffic_signals;node/4512630295;crossing
50.6832491, 2.8791683;"{""type"": ""Point"", ""coordinates"": [2.8791683, 50.6832491]}";traffic_signals;node/4512630296;crossing
50.6703198, 2.9037638;"{""type"": ""Point"", ""coordinates"": [2.9037638, 50.6703198]}";traffic_signals;node/4512636386;crossing
50.6703743, 2.9037978;"{""type"": ""Point"", ""coordinates"": [2.9037978, 50.6703743]}";traffic_signals;node/4512636388;crossing
50.6703984, 2.9040048;"{""type"": ""Point"", ""coordinates"": [2.9040048, 50.6703984]}";traffic_signals;node/4512636489;crossing
50.6465253, 2.986985;"{""type"": ""Point"", ""coordinates"": [2.986985, 50.6465253]}";traffic_signals;node/4512661942;crossing
50.7628707, 3.0110223;"{""type"": ""Point"", ""coordinates"": [3.0110223, 50.7628707]}";zebra;node/4512826481;crossing
50.7629479, 3.0110619;"{""type"": ""Point"", ""coordinates"": [3.0110619, 50.7629479]}";zebra;node/4512826482;crossing
50.5470261, 3.0270941;"{""type"": ""Point"", ""coordinates"": [3.0270941, 50.5470261]}";traffic_signals;node/4516122025;crossing
50.6352337, 3.0510609;"{""type"": ""Point"", ""coordinates"": [3.0510609, 50.6352337]}";;node/2249880607;crossing
50.6358274, 3.0447925;"{""type"": ""Point"", ""coordinates"": [3.0447925, 50.6358274]}";;node/2249880641;crossing
50.643358, 3.0530886;"{""type"": ""Point"", ""coordinates"": [3.0530886, 50.643358]}";;node/2249882729;crossing
50.6439991, 3.0523108;"{""type"": ""Point"", ""coordinates"": [3.0523108, 50.6439991]}";;node/2249893015;crossing
50.6869178, 3.1967103;"{""type"": ""Point"", ""coordinates"": [3.1967103, 50.6869178]}";;node/2264296456;crossing
50.6193716, 3.0996047;"{""type"": ""Point"", ""coordinates"": [3.0996047, 50.6193716]}";;node/2709705942;crossing
50.6196296, 3.107213;"{""type"": ""Point"", ""coordinates"": [3.107213, 50.6196296]}";;node/2709705945;crossing
50.6197699, 3.0996861;"{""type"": ""Point"", ""coordinates"": [3.0996861, 50.6197699]}";;node/2709705950;crossing
50.615928, 3.1319345;"{""type"": ""Point"", ""coordinates"": [3.1319345, 50.615928]}";;node/2709759079;crossing
50.6169409, 3.1339042;"{""type"": ""Point"", ""coordinates"": [3.1339042, 50.6169409]}";;node/2709759104;crossing
50.6171044, 3.1341436;"{""type"": ""Point"", ""coordinates"": [3.1341436, 50.6171044]}";;node/2709759117;crossing
50.6172541, 3.1333722;"{""type"": ""Point"", ""coordinates"": [3.1333722, 50.6172541]}";;node/2709759120;crossing
50.6191893, 3.1267084;"{""type"": ""Point"", ""coordinates"": [3.1267084, 50.6191893]}";;node/2709759133;crossing
50.6197378, 3.1328059;"{""type"": ""Point"", ""coordinates"": [3.1328059, 50.6197378]}";;node/2709759147;crossing
50.6198762, 3.1333878;"{""type"": ""Point"", ""coordinates"": [3.1333878, 50.6198762]}";;node/2709759156;crossing
50.6199793, 3.1322396;"{""type"": ""Point"", ""coordinates"": [3.1322396, 50.6199793]}";;node/2709759161;crossing
50.6205392, 3.1314919;"{""type"": ""Point"", ""coordinates"": [3.1314919, 50.6205392]}";;node/2709759190;crossing
50.6208388, 3.1314748;"{""type"": ""Point"", ""coordinates"": [3.1314748, 50.6208388]}";;node/2709759196;crossing
50.6218994, 3.1318028;"{""type"": ""Point"", ""coordinates"": [3.1318028, 50.6218994]}";;node/2709810421;crossing
50.6219239, 3.1313656;"{""type"": ""Point"", ""coordinates"": [3.1313656, 50.6219239]}";;node/2709810422;crossing
50.6239795, 3.1427311;"{""type"": ""Point"", ""coordinates"": [3.1427311, 50.6239795]}";;node/2710615048;crossing
50.619337, 3.0352896;"{""type"": ""Point"", ""coordinates"": [3.0352896, 50.619337]}";zebra;node/2714769613;crossing
50.619714, 3.0354794;"{""type"": ""Point"", ""coordinates"": [3.0354794, 50.619714]}";zebra;node/2714769639;crossing
50.6204984, 3.0364137;"{""type"": ""Point"", ""coordinates"": [3.0364137, 50.6204984]}";;node/2714769645;crossing
50.6211737, 3.0333191;"{""type"": ""Point"", ""coordinates"": [3.0333191, 50.6211737]}";zebra;node/2714769659;crossing
50.6228365, 3.0350326;"{""type"": ""Point"", ""coordinates"": [3.0350326, 50.6228365]}";;node/2714769751;crossing
50.6229387, 3.0347844;"{""type"": ""Point"", ""coordinates"": [3.0347844, 50.6229387]}";;node/2714769758;crossing
50.6229692, 3.034891;"{""type"": ""Point"", ""coordinates"": [3.034891, 50.6229692]}";;node/2714769767;crossing
50.6249241, 3.0342783;"{""type"": ""Point"", ""coordinates"": [3.0342783, 50.6249241]}";;node/2714769802;crossing
50.6319307, 3.0937974;"{""type"": ""Point"", ""coordinates"": [3.0937974, 50.6319307]}";;node/2717261047;crossing
50.6354548, 3.1021892;"{""type"": ""Point"", ""coordinates"": [3.1021892, 50.6354548]}";;node/2746150095;crossing
50.6354611, 3.1018036;"{""type"": ""Point"", ""coordinates"": [3.1018036, 50.6354611]}";;node/2746150096;crossing
50.6354753, 3.0975478;"{""type"": ""Point"", ""coordinates"": [3.0975478, 50.6354753]}";zebra;node/2746150098;crossing
50.635585, 3.0975366;"{""type"": ""Point"", ""coordinates"": [3.0975366, 50.635585]}";zebra;node/2746150114;crossing
50.6300755, 3.0980881;"{""type"": ""Point"", ""coordinates"": [3.0980881, 50.6300755]}";;node/2776084136;crossing
50.6308144, 3.1025669;"{""type"": ""Point"", ""coordinates"": [3.1025669, 50.6308144]}";;node/2776084179;crossing
50.6185841, 3.0266523;"{""type"": ""Point"", ""coordinates"": [3.0266523, 50.6185841]}";;node/2776380078;crossing
50.6337334, 3.1114501;"{""type"": ""Point"", ""coordinates"": [3.1114501, 50.6337334]}";;node/2778148076;crossing
50.635285, 3.1138396;"{""type"": ""Point"", ""coordinates"": [3.1138396, 50.635285]}";;node/2778148121;crossing
50.6457116, 3.0939311;"{""type"": ""Point"", ""coordinates"": [3.0939311, 50.6457116]}";;node/2780654315;crossing
50.6468336, 3.0922415;"{""type"": ""Point"", ""coordinates"": [3.0922415, 50.6468336]}";;node/2780654327;crossing
50.6478486, 3.0960461;"{""type"": ""Point"", ""coordinates"": [3.0960461, 50.6478486]}";;node/2780654418;crossing
50.6483891, 3.0960614;"{""type"": ""Point"", ""coordinates"": [3.0960614, 50.6483891]}";;node/2780654441;crossing
50.6230471, 3.0746054;"{""type"": ""Point"", ""coordinates"": [3.0746054, 50.6230471]}";;node/2780920232;crossing
50.6288822, 3.0906882;"{""type"": ""Point"", ""coordinates"": [3.0906882, 50.6288822]}";;node/2780920237;crossing
50.6198832, 3.068761;"{""type"": ""Point"", ""coordinates"": [3.068761, 50.6198832]}";;node/2782497322;crossing
50.6416991, 3.0841308;"{""type"": ""Point"", ""coordinates"": [3.0841308, 50.6416991]}";traffic_signals;node/2785741135;crossing
50.6340345, 3.0956869;"{""type"": ""Point"", ""coordinates"": [3.0956869, 50.6340345]}";zebra;node/2789217823;crossing
50.6342203, 3.1046563;"{""type"": ""Point"", ""coordinates"": [3.1046563, 50.6342203]}";;node/2789217838;crossing
50.6585623, 3.1043505;"{""type"": ""Point"", ""coordinates"": [3.1043505, 50.6585623]}";;node/2789646243;crossing
50.6473943, 3.0908718;"{""type"": ""Point"", ""coordinates"": [3.0908718, 50.6473943]}";;node/2791258330;crossing
50.6302305, 3.0201339;"{""type"": ""Point"", ""coordinates"": [3.0201339, 50.6302305]}";zebra;node/2793498285;crossing
50.6320828, 3.0288259;"{""type"": ""Point"", ""coordinates"": [3.0288259, 50.6320828]}";zebra;node/2793498289;crossing
50.6324486, 3.0260807;"{""type"": ""Point"", ""coordinates"": [3.0260807, 50.6324486]}";;node/2793498294;crossing
50.633994, 3.0284696;"{""type"": ""Point"", ""coordinates"": [3.0284696, 50.633994]}";zebra;node/2793498312;crossing
50.629798, 3.1338095;"{""type"": ""Point"", ""coordinates"": [3.1338095, 50.629798]}";;node/2805951335;crossing
50.664545, 3.0716217;"{""type"": ""Point"", ""coordinates"": [3.0716217, 50.664545]}";;node/2822028050;crossing
50.6645941, 3.0713813;"{""type"": ""Point"", ""coordinates"": [3.0713813, 50.6645941]}";;node/2822028053;crossing
50.7035896, 3.1605262;"{""type"": ""Point"", ""coordinates"": [3.1605262, 50.7035896]}";traffic_signals;node/2824988838;crossing
50.6368143, 3.0574128;"{""type"": ""Point"", ""coordinates"": [3.0574128, 50.6368143]}";;node/2852973308;crossing
50.6371755, 3.0583307;"{""type"": ""Point"", ""coordinates"": [3.0583307, 50.6371755]}";;node/2852973312;crossing
50.6371756, 3.0580948;"{""type"": ""Point"", ""coordinates"": [3.0580948, 50.6371756]}";;node/2852973313;crossing
50.5678484, 3.0592549;"{""type"": ""Point"", ""coordinates"": [3.0592549, 50.5678484]}";;node/2857774426;crossing
50.5679827, 3.0589817;"{""type"": ""Point"", ""coordinates"": [3.0589817, 50.5679827]}";;node/2857774430;crossing
50.573693, 3.0515788;"{""type"": ""Point"", ""coordinates"": [3.0515788, 50.573693]}";;node/2857774463;crossing
50.5755358, 3.0485715;"{""type"": ""Point"", ""coordinates"": [3.0485715, 50.5755358]}";;node/2857774469;crossing
50.5790781, 3.0549336;"{""type"": ""Point"", ""coordinates"": [3.0549336, 50.5790781]}";;node/2857774481;crossing
50.5377834, 3.0804611;"{""type"": ""Point"", ""coordinates"": [3.0804611, 50.5377834]}";;node/2858864401;crossing
